License No.,Business Name,DBA,License Type,City,County,Expiration
GAAA-JWJT-O58I,Heady Botanicals LLC,Heady Botanicals LLC,Grower,TULSA,Tulsa,1/9/2023
GAAA-I2AF-0OPC,PENG & MING FARM LLC,PENG & MING FARM,Grower,MUSKOGEE,Muskogee,5/23/2024
PAAA-GJWE-V8VQ,"IMPRESSIVE CONCENTRATES, LLC",IMPRESSIVE CONCENTRATES,Processor,SHARON,Woodward,7/27/2023
DAAA-L9GJ-ZRAV,BDD ENT LLC,Bud Diamonds Dispensary,Dispensary,Fairland,Ottawa,1/12/2024
GAAA-KUXO-P10T,12264 Budz LLC,12264 budz LLC,Grower,CHOCTAW,Oklahoma,10/13/2023
GAAA-0MNV-OXYT,Rafter B Growers LLC,Rafter B Growers LLC,Grower,ATWOOD,Hughes,7/27/2023
GAAA-D5YP-XRCR,ETHEREAL GREEN LLC,ETHEREAL GREEN LLC,Grower,CUSHING,Payne,12/11/2023
GAAA-VJQ1-IIBX,HCE LLC,HCE LLC,Grower,RED ROCK,Noble,2/23/2024
DAAA-O2RM-PKIN,BCN Industries LLC,High House,Dispensary,Midwest City,Oklahoma,2/1/2024
GAAA-UBX9-4N6X,"Made in Oklahoma Farms, LLC",Made in Oklahoma Farms,Grower,COLBERT,Bryan,10/20/2023
GAAA-3FXU-4VGV,Sieminole Cultivation LLC,Sieminole Cultivation LLC,Grower,SEMINOLE,Seminole,3/29/2023
DAAA-1HXC-BOAV,MN CANNABIS INC,UNION CANNABIS,Dispensary,TULSA,Tulsa,10/24/2023
DAAA-4KKN-MFOR,Medicine Leaf Dispensary,Medicine Leaf Dispensary,Dispensary,HOLDENVILLE,Hughes,7/7/2023
GAAA-C0ZY-ESYZ,"HIGH VIBRATIONS, LLC","HIGH VIBRATIONS, LLC",Grower,TULSA,Tulsa,10/18/2023
GAAA-MEWZ-PXWE,Simple Life LLC,Simple Life LLC,Grower,Catoosa,Wagoner,11/29/2023
PAAA-QV7G-Q4QZ,AT JOY GROWERS LLC,POT BELLY FARMS,Processor,QUAPAW,Ottawa,8/14/2023
GAAA-4JXN-VMAT,"Medical Farm-a-Seed, LLC",Triangle Gardens,Grower,LAWTON,Comanche,4/24/2024
GAAA-VIMF-1ZHO,D-3 Farms LLC,D-3 Farms LLC,Grower,NORMAN,Cleveland,8/11/2023
GAAA-HWYJ-TTUX,Temos Riverview Farms,Temos Riverview Farms,Grower,SHAWNEE,Pottawatomie,6/16/2022
DAAA-I2VK-IET4,"Koochie's Flowers, LLC","Koochie's Flowers, LLC",Dispensary,TULSA,Tulsa,2/1/2023
GAAA-HCPD-AGP0,Kennedy Canna Pharms LLC,Kennedy Canna Pharms LLC,Grower,MUSE,Le Flore,9/13/2023
DAAA-H31W-6WA7,Urbn Roots Inc,Urbn Roots,Dispensary,ENID,Garfield,2/1/2022
DAAA-O5QG-3PMI,"Capitol Emporium, Inc.",Dank's Wellness Emporium,Dispensary,OKLAHOMA CITY,Oklahoma,10/17/2023
GAAA-41MT-XYEY,Thao Family Farm,Thao Family Farm,Grower,ROSE,Delaware,9/19/2022
DAAA-VJ82-ONWT,"Dana`s Green Depot, LLC",Dana's Green Depot,Dispensary,OKLAHOMA CITY,Oklahoma,9/15/2023
GAAA-DDNA-DGWA,Chronic Crystal,Chronic Crystal,Grower,JAY,Delaware,4/24/2023
PAAA-BAGI-SBJN,Red Label LLC,Red Label LLC,Processor,STILLWATER,Payne,11/15/2023
DAAA-VY9W-UROV,Dazey's Canna Co.,Dazey's Canna Co.,Dispensary,Stigler,Haskell,5/1/2024
DAAA-N1PG-B7JZ,Creek Medical LLC,Deer Creek Cannabis Co.,Dispensary,EDMOND,Oklahoma,8/8/2023
GAAA-TUP2-LSSF,"Diamond Rain Garden, LLC",Diamond Rain Garden,Grower,Grandfield,Tillman,5/2/2024
TAAA-CNDL-71SN,Omega Security Specialists Inc.,Cannabis Safety & Security,Transporter,Oklahoma City,Oklahoma,3/15/2023
GAAA-QGXX-4UYP,"GREEN DIAMOND OK, LLC","GREEN DIAMOND OK, LLC",Grower,WAURIKA,Jefferson,2/14/2024
GAAA-NJ1I-AF21,El Diablo's Lettuce Incorporated,El Diablo's Lettuce Incorporated,Grower,ADA,Pontotoc,3/3/2023
GAAA-TRMW-KFTU,"Halo Fury Operating, LLC","Halo Fury Operating, LLC",Grower,EDMOND,Logan,11/9/2023
DAAA-OBGY-75LH,"DAZEY'S CANNABIS COMPANY , LLC","DAZEY'S CANNABIS COMPANY , LLC",Dispensary,CHECOTAH,McIntosh,12/20/2023
DAAA-NJRP-UMZA,T-N-T Trading Inc,TruMed Dispensary,Dispensary,DURANT,Bryan,2/28/2024
PAAA-NZT7-TIGG,"BADE Distributions, LLC",Blue Lake Distributions,Processor,WANETTE,Pottawatomie,11/14/2022
PAAA-NZ6D-BL8B,Chromosome 6 Inc,Chromosome 6,Processor,WAUKOMIS,Garfield,7/25/2023
DAAA-IUOI-CVXI,METHOD DISPENSARY LLC,METHOD DISPENSARY LLC,Dispensary,BROKEN ARROW,Tulsa,11/13/2023
DAAA-VYWB-SD7K,"TJB Two Investments, LLC","TJB Two Investments, LLC",Dispensary,ARDMORE,Carter,5/26/2023
GAAA-NK5H-GSV8,"Chuck's Grow, LLC",Chuck's Grow,Grower,BLANCHARD,McClain,10/2/2023
DAAA-ORQL-B2DL,High Grow LLC,Black Dragon Dispensary,Dispensary,Walters,Cotton,9/27/2023
GAAA-I1BX-8H2I,Brothers Grimm Genetics LLC,BROTHERS GRIMM GENETICS,Grower,Bixby,Tulsa,12/25/2023
DAAA-NYM4-GVBS,Buddies Cannabis LLC,Buddies Cannabis LLC,Dispensary,NORMAN,Cleveland,11/15/2023
DAAA-N1HA-3MIB,Elevated Research Group LLC,Elevate Dispensary,Dispensary,YUKON,Canadian,9/1/2023
DAAA-V1PY-MUDN,Preston Pierce,Midwest Dispensary,Dispensary,BOSWELL,Choctaw,12/25/2022
DAAA-VKI2-GDKS,Sticky Nickel LLC,Sticky Nickel,Dispensary,BARTLESVILLE,Washington,5/24/2023
DAAA-NYCE-SLKS,46 Releaf No 2 Inc,46 Releaf No 2 Inc,Dispensary,Moore,Cleveland,9/13/2023
GAAA-3QWS-FRTQ,GQBUDZ LLC,GQBUDZ LLC,Grower,KELLYVILLE,Creek,5/3/2024
GAAA-ZMKC-OEG1,Natural 20 LLC,Natural 20 LLC,Grower,FAXON,Comanche,5/15/2023
GAAA-REPL-61HG,Sefer Deraj,Sefer Deraj,Grower,LONE GROVE,Carter,12/11/2023
GAAA-5S1O-YT1J,"Watercolor Labs, LLC","Watercolor Labs, LLC",Grower,PURCELL,McClain,9/26/2023
DAAA-NJZR-GIQV,RVSB Enterprises LLC,Big A Buds,Dispensary,DURANT,Bryan,3/13/2023
GAAA-POZ6-D5KM,"Konza Oklahoma Growers, LLC","Konza Oklahoma Growers, LLC",Grower,Guthrie,Logan,10/25/2022
GAAA-N1AQ-74TV,Mount Budmore LLC,Mount Budmore LLC,Grower,CHELSEA,Rogers,12/12/2023
GAAA-VKBC-N04W,"MKL Industries, LLC","MKL Industries, LLC",Grower,TAHLEQUAH,Cherokee,12/18/2023
DAAA-EY1Z-PW1U,"High Roller Investments, Inc",Lotus Gold Broken Arrow,Dispensary,BROKEN ARROW,Tulsa,10/13/2023
DAAA-4YUC-QXSE,Canna Culture Dispensary LLC,Canna Culture Dispensary,Dispensary,LAWTON,Comanche,1/13/2024
DAAA-G8VT-GAH6,Pirpich Industries LLC,Big Buds Natural Releaf,Dispensary,BROKEN ARROW,Tulsa,3/7/2024
GAAA-VK3M-5I5M,Country Kush Kings L.L.C.,Country Kush Kings Llc.,Grower,PAULS VALLEY,Garvin,12/7/2023
DAAA-4BM4-8QMN,Native grows native herb from native land llc,Native grows native herb from native land,Dispensary,HEAVENER,Le Flore,11/14/2023
DAAA-FVJ2-7DD9,Native Medicine Ltd. Co.,Native Medicine Ltd.,Dispensary,CHELSEA,Rogers,11/15/2023
PAAA-VYVR-KGIU,Showdown Enterprises LLC,ALTVM,Processor,EDMOND,Oklahoma,5/12/2024
GAAA-MJ6U-NN2G,Marko Zecevic,Sierra Cultivation,Grower,MUSKOGEE,Muskogee,9/26/2023
DAAA-I0UJ-TWAN,How High Dispensary #2 LLC,How High Dispensary #2 LLC,Dispensary,NORMAN,Cleveland,10/9/2023
GAAA-VKRO-2IZD,KBG Farms llc,KBG Farms llc,Grower,Thackerville,Love,3/7/2024
GAAA-ZDZN-AHMX,Sunset Farms Inc.,Sunset Farms,Grower,SPIRO,Le Flore,6/14/2023
DAAA-X2YW-YA5F,"REDBILLY DISPENSARY 1, LLC","REDBILLY DISPENSARY 1, LLC",Dispensary,COLCORD,Delaware,12/7/2023
GAAA-A8X9-MZYD,Organic Green Panda LLC,Organic Green Panda LLC,Grower,Crescent,Kingfisher,12/11/2023
DAAA-E1OO-ZRML,Grateful Med,grateful med,Dispensary,OKLAHOMA CITY,Oklahoma,4/18/2023
DAAA-KLYV-XKFQ,LIT CC2 LLC,LIT CANNABIS CLUB2,Dispensary,OKLAHOMA CITY,Oklahoma,12/20/2022
GAAA-BQ4G-IGD1,Pot Brothers Farms LLC,Pot Brothers Farms LLC,Grower,Colbert,Bryan,6/1/2023
GAAA-ULBX-00NQ,O.K 9 PHARMACY LLC,ONG GIA FARM,Grower,STROUD,Lincoln,11/23/2023
GAAA-V1NX-U2CW,GrowRite LLC,GrowRite LLC,Grower,Oklahoma City,Oklahoma,7/12/2023
DAAA-EK6J-A6NL,"Big B’s Farmacy, LLC","Big B's Farmacy, LLC",Dispensary,CLAREMORE,Rogers,8/21/2023
GAAA-EKDD-7Y33,TEXOMA CANNABIS LLC,Texoma Cannabis,Grower,DURANT,Bryan,10/11/2023
DAAA-4JIL-FKHP,Altcare 5 LLC,Fire Leaf 5,Dispensary,OKLAHOMA CITY,Cleveland,9/27/2023
GAAA-WVG6-LE4Y,"DG Drought Kingz, LLC","DG Drought Kingz, LLC",Grower,LOCUST GROVE,Mayes,6/13/2023
DAAA-4YP8-4XL6,Bluestem Dispensary LLC,Bluestem Dispensary LLC,Dispensary,PAWHUSKA,Osage,11/27/2023
GAAA-IZVV-UIUS,"D'Vine Root, LLC","D'Vine Root, LLC",Grower,CUSHING,Lincoln,9/20/2022
PAAA-6HX5-B0L1,"Hash Houndz, LLC","Hash Houndz, LLC",Processor,Haskell,Muskogee,12/7/2023
GAAA-E1ZB-CO5F,"Fire Factory, LLC","Fire Factory, LLC",Grower,ELMORE CITY,Garvin,10/18/2023
DAAA-SYDB-CY6L,Highland Wellness LLC,Imagine Dispensary,Dispensary,SHAWNEE,Pottawatomie,2/1/2024
LAAA-CKDM-WJI8,"HighRes Labs, Inc.","HighRes Labs, Inc.",Testing Laboratory,EDMOND,Oklahoma,5/29/2024
GAAA-OU9C-BZU2,Passionate Cultivation LLC,Passionate Cultivation LLC,Grower,COLBERT,Bryan,12/9/2023
DAAA-41T5-3PRH,SUN KISSED TANNING SALON,GREEN PLUS,Dispensary,TUTTLE,Grady,4/18/2024
LAAA-4YTM-SXWD,"Cannalytics Laboratories, LLC","Cannalytics Laboratories, LLC",Testing Laboratory,WEATHERFORD,Custer,2/7/2024
GAAA-TLBT-ZSJE,Aloe Farm LLC,Aloe Farm,Grower,LAHOMA,Major,10/20/2023
GAAA-A0VE-FVGY,Imperial Cannabis Company LLC,Imperial Cannabis Company LLC,Grower,BRISTOW,Creek,11/7/2023
GAAA-JC0T-384U,"Green Relief Grow, LLC",Green Relief Grow LLC,Grower,STROUD,Lincoln,10/27/2022
DAAA-VKEF-0RMN,Earth Wind and Flower LLC,Earth Wind and Flower,Dispensary,ARDMORE,Carter,5/19/2024
DAAA-PYRS-XAB9,"House of Ganja, LLC","HOUSE OF GANJA, LLC",Dispensary,Skiatook,Osage,12/11/2022
DAAA-4KSG-WJGE,"OKC Retail #1, LLC",Solace Meds,Dispensary,OKLAHOMA CITY,Oklahoma,9/13/2023
GAAA-0NTL-YAV7,River Rat Pharms LLC,River Rat Pharms LLC,Grower,LAMONT,Grant,6/9/2023
DAAA-4YMQ-UVTZ,"Ogre Village, LLC","Ogre Village, LLC",Dispensary,SOUTH COFFEYVILLE,Nowata,9/8/2023
GAAA-ND2I-4LCV,"MOON LANDER PHARMS, LLC",Moon Lander Pharms LLC,Grower,ARDMORE,Carter,2/1/2024
GAAA-VNYP-MOTE,"Rising Sun Meds, LLC","Rising Sun Meds, LLC",Grower,BLACKWELL,Kay,9/15/2023
DAAA-J5K7-ZPWY,"Ganja Shack, Inc",Ganja Shack,Dispensary,MCALESTER,Pittsburg,6/6/2024
GAAA-VJQA-POYG,Young Agriculture LLC,Young Agriculture LLC,Grower,BOKCHITO,Bryan,3/13/2024
GAAA-VKJ7-H4ZU,Cvltivation Clvb LLC,Cvltivation Clvb LLC,Grower,OKLAHOMA CITY,Oklahoma,4/25/2023
GAAA-IPLL-UMTT,"Urban Legendz Grow OK, LLC","Urban Legendz Grow OK, LLC",Grower,DEWEY,Washington,2/1/2024
DAAA-VKIP-TWTF,THE JOINT 580 LLC,THE JOINT 580 LLC,Dispensary,Lawton,Comanche,6/2/2024
GAAA-NYPR-TVQO,Astoria Growers USA LLC,"Astoria Growers USA, LLC",Grower,tulsa,Tulsa,11/10/2023
GAAA-KPPO-GHUG,"C3G AGRICULTURE, LLC.","C3G AGRICULTURE, LLC.",Grower,Chelsea,Rogers,10/19/2023
DAAA-1A0P-NF2L,405 MEDICAL DISPENSARY GROUPZ LLC,405 MEDICAL DISPENSARY GROUPZ LLC,Dispensary,STILLWATER,Payne,12/12/2023
DAAA-VIFA-V8MZ,Septrain LLC,Healing Options Dispensary Wagoner,Dispensary,Wagoner,Wagoner,2/24/2024
GAAA-WMVD-NCXD,Fuego Pharms,Fuego Pharms,Grower,TUTTLE,Grady,12/19/2022
GAAA-X0KB-PP1M,"Humboldt Triangle, LLC","Humboldt Triangle, LLC",Grower,DEWEY,Washington,8/29/2023
GAAA-3GPC-RZZY,Nichole Kirk,Green Robs Greens,Grower,BLACKWELL,Kay,10/6/2023
DAAA-3DII-O3FM,"Bithi, LLC","Bithi, LLC",Dispensary,OKLAHOMA CITY,Oklahoma,2/1/2024
DAAA-9GQO-DC5N,SMOKIN' OKIES CANNABIS COMPANY LLC,"Smokin' Okies Cannabis Company, LLC",Dispensary,OKLAHOMA CITY,Cleveland,12/25/2023
GAAA-VEHY-9P5O,Quality Green Leaf LLC,Quality Green Leaf LLC,Grower,BIG CABIN,Rogers,12/19/2023
DAAA-NYS4-HRGZ,VAPORHERBS LIMITED LIABILITY CORPORATION,VAPORHERBS LIMITED LIABILITY CORPORATION,Dispensary,SAPULPA,Creek,3/15/2024
GAAA-4YRP-Q0CI,native spirit pharm llc,native spirit pharm llc,Grower,LONE GROVE,Carter,6/20/2023
PAAA-KM2J-XXFB,Hierarchy Processing LLC,Hierarchy Processing LLC,Processor,Sapulpa,Tulsa,12/6/2023
GAAA-NGSC-3E71,Jake's Fire LLC,Jake's Fire,Grower,SHAWNEE,Pottawatomie,11/14/2023
DAAA-3ZKS-I2MG,SMOKLAHOMA BOMB BUDZ,Smoklahoma Bomb Budz,Dispensary,OKLAHOMA CITY,Oklahoma,9/27/2023
GAAA-FGJG-PVWR,Fire Ranch Farms LLC,Fire Ranch Farms LLC,Grower,EDMOND,Logan,2/1/2024
PAAA-EKZI-EPPV,"Dauntless Health, LLC","Dauntless Health, LLC",Processor,OKLAHOMA CITY,Oklahoma,10/3/2023
DAAA-NJLE-AGTM,Gas House Dispensary LLC,Gas House Dispensary LLC,Dispensary,OKLAHOMA CITY,Oklahoma,4/24/2024
GAAA-E1SE-TVTI,High Society Inc.,High Society Inc,Grower,EDMOND,Logan,2/22/2023
DAAA-4JZO-NZCU,"2CG, LLC",Kush Kan,Dispensary,FREDERICK,Tillman,9/14/2023
PAAA-EYHW-G5LN,"Big Red Dog Unlimited, LLC",Just Hash,Processor,BROKEN ARROW,Tulsa,6/21/2024
GAAA-NRVZ-HG81,Abm associates llc,Abm associates llc,Grower,TAHLEQUAH,Cherokee,1/13/2024
GAAA-YJ3R-8N8H,"Audacity Village Growers, LLC","Audacity Village Growers, LLC",Grower,Sasakwa,Seminole,2/1/2024
DAAA-5CQM-3TTR,710 FACTORY LLC,710 FACTORY LLC,Dispensary,Oklahoma City,Oklahoma,5/3/2024
GAAA-VJAP-ZLJA,"RICHARD H. JOHNSON, JR.",STILWELL TOPS,Grower,STILWELL,Adair,2/14/2024
GAAA-BXPN-DVVX,"Soli, LLC","Soli, LLC",Grower,STROUD,Lincoln,11/22/2023
DAAA-ORWP-VFDY,The Pot Hole Dispensary LLC,The Pot Hole Dispensary LLC,Dispensary,WARR ACRES,Oklahoma,12/6/2023
DAAA-UGRX-FKM5,"P2P #1, LLC",The Vintage Smoke Dispensary,Dispensary,NORMAN,Cleveland,12/6/2023
DAAA-EJ4Q-WLDP,Taylor'd Investments LLC,RoseRock Cannabis,Dispensary,THACKERVILLE,Love,4/11/2024
DAAA-IPJP-WREZ,"Sweet Leaf Endeavors Retail, LLC","Sweet Leaf Endeavors Retail, LLC",Dispensary,TULSA,Tulsa,10/25/2023
DAAA-VJKD-VICO,The Natural Way LLC,Natural Way Dispensary,Dispensary,ELK CITY,Beckham,10/24/2023
DAAA-JTZA-EEEE,"Westside Connection Dispensary of Tulsa, LLC","Westside Connection Dispensary of Tulsa, LLC",Dispensary,TULSA,Tulsa,1/8/2023
PAAA-NJKW-GNJ1,HIRB 66 LLC,Root 66 Wellness,Processor,EL RENO,Canadian,9/15/2023
DAAA-GZUM-XV5E,Brickhouse Cannabis Co.,Brickhouse Cannabis Co.,Dispensary,SHAWNEE,Pottawatomie,12/21/2023
DAAA-PFXO-RYAH,"F5 Med, LLC",Seed Cannabis Co.,Dispensary,TULSA,Tulsa,12/5/2023
GAAA-L91U-XBOS,DJ's Budz LLC,DJ's Budz LLC,Grower,PURCELL,McClain,12/5/2023
DAAA-NJ56-XOKA,Rusty's Shop LLC,Rusty's Shop LLC,Dispensary,LINDSAY,Garvin,10/17/2023
DAAA-KYBQ-9MOL,Releaf Organix Cannabis Company,Releaf Organix Cannabis Company,Dispensary,OKLAHOMA CITY,Oklahoma,11/13/2023
PAAA-RGIA-A747,"Hi Octane Extracts, LLC","Hi Octane Extracts, LLC",Processor,Cameron,Le Flore,8/10/2023
DAAA-3G4J-MRZS,"OKAF, Inc",Apothecary Extracts,Dispensary,DURANT,Bryan,7/26/2023
GAAA-NKGL-ABZ6,Elite Leaf LLC,Elite Leaf LLC,Grower,OKLAHOMA CITY,Cleveland,12/7/2023
DAAA-NJWZ-YHVR,GreenTree Medical LLC,Alternative Medicine Dispensary,Dispensary,DEVOL,Cotton,8/7/2023
GAAA-VJVU-YLDH,Josh Shaefer,The shamans hut,Grower,OKLAHOMA CITY,Oklahoma,11/10/2023
DAAA-NY5X-9QCR,Good Vibes Dispensary LLC,Good Vibes Dispensary LLC,Dispensary,Tahlequah,Cherokee,4/21/2024
DAAA-EYHH-XEXY,KNIGHT FARMS LLC,So Canna Co,Dispensary,SULPHUR,Murray,11/15/2023
GAAA-VYEP-FHMH,"Vixen Farms, LLC","Vixen Farms, LLC",Grower,Newcastle,McClain,11/21/2023
DAAA-EKRZ-WQFU,The 420 Spot LLC,The 420 Spot,Dispensary,ARDMORE,Carter,12/11/2023
DAAA-VKNW-JVIT,Elite Leaf LLC,Elite Leaf LLC,Dispensary,OKLAHOMA CITY,Cleveland,10/23/2023
GAAA-JZ9B-QRI2,Kawribbean Farms LLC,Kawribbean Farms LLC,Grower,KAW CITY,Kay,9/21/2023
DAAA-5MJK-NDVV,"OKAF, Inc",Apothecary Extracts,Dispensary,MOORE,Cleveland,7/25/2023
PAAA-K16T-UHRC,Defining Health LLC,Defining Health LLC,Processor,Watonga,Blaine,2/25/2024
GAAA-AWRD-NZBK,God's Green Ganja two LLC,G3 Ganga,Grower,BRISTOW,Creek,11/13/2023
DAAA-FK89-SWTF,Mo Trees Dispensary LLC,Mo Trees Dispensary LLC,Dispensary,Tulsa,Tulsa,8/14/2023
TAAA-NYCV-SFBE,"Herb'N Cowboys Distributing, LLC","Herb'N Cowboys Distributing, LLC",Transporter,DUNCAN,Stephens,12/25/2023
DAAA-EJJ1-VI0N,Fire Buds Dispensary LLC,Fire Buds Dispensary LLC,Dispensary,Mannford,Creek,3/3/2024
PAAA-9R2B-QMTC,"Flaming Fire Farms, LLC","Flaming Fire Farms, LLC",Processor,MEEKER,Lincoln,10/19/2023
GAAA-VJIS-CLNW,Jason Bulington,Direct Fire,Grower,SKIATOOK,Osage,12/20/2023
GAAA-E1WS-ILZB,R L Jackson Farms LLC,R L Jackson Farms,Grower,McAlester,Pittsburg,1/2/2024
DAAA-OVKX-ONQ3,"STEEL COWBOY ENTERPRISES, LLC",OKLAHOMA CANNABIS APOTHECARY,Dispensary,Fort Gibson,Muskogee,11/23/2023
GAAA-VJS3-2RGU,"Dream Garden, LLC","Dream Garden, LLC",Grower,Cordell,Washita,4/26/2024
DAAA-EKWV-MUYJ,Cannabis Emporium Dispensary LLC,Cannabis Emporium,Dispensary,TULSA,Tulsa,12/21/2023
GAAA-EKKT-NCGQ,CannaCo Labs LLC,Profound Roots,Grower,COLBERT,Bryan,11/6/2023
DAAA-7JUB-PYC0,2596 W Tecumseh Rd L.L.C.,High Society Dispensary 4,Dispensary,Norman,Cleveland,10/17/2023
GAAA-OFPU-GSYC,Golden Nuggets Investment Group LLC,Golden Nuggets Investment Group LLC,Grower,Ninnekah,Grady,1/8/2023
GAAA-IUBZ-REPD,G6 VENTURES INC,CANNASSEUR OKLAHOMA,Grower,EDMOND,Logan,12/20/2022
PAAA-N1D7-MVYV,"Poole Farms ll, LLC","Poole Farms ll, LLC",Processor,JAY,Delaware,9/29/2022
GAAA-NZNU-FCWT,Spartan Fire LLC,Spartan Fire,Grower,COPAN,Washington,3/8/2024
PAAA-HBJE-EQVU,Extrinsic Ambitions LLC,Extrinsic Ambitions,Processor,HARRAH,Oklahoma,4/26/2024
GAAA-DWUP-JSD5,Prestige Growers LLC,Prestige Growers LLC,Grower,HUGO,Choctaw,3/7/2024
GAAA-VVDO-8RJE,Midwest Production LLC,Midwest Production LLC,Grower,WOODWARD,Woodward,12/25/2023
PAAA-3X60-YTEV,"WD Farms, LLC",WD Farms Processing,Processor,ROLAND,Sequoyah,2/1/2024
GAAA-ILDG-T2PD,IVY RANCH LLC,IVY RANCH LLC,Grower,HARRAH,Oklahoma,9/22/2023
DAAA-BTIC-RADC,"Dank Banq, LLC","Dank Banq, LLC",Dispensary,GLENPOOL,Tulsa,10/17/2023
GAAA-JWDZ-XTEW,"Reign Gardens, LLC","Reign Gardens, LLC",Grower,NOBLE,Cleveland,5/17/2023
GAAA-EJPN-B7DW,Local Currents LLC,Local Currents LLC,Grower,Mead,Bryan,10/24/2023
GAAA-VRTL-RCTH,Releaf Organix Cannabis Company,Releaf Organix Cannabis Company,Grower,OKLAHOMA CITY,Oklahoma,11/13/2023
DAAA-N8JE-TZ1U,BOWSERS CANNABIS COMPANY LLC,BOWSERS CANNABIS COMPANY LLC,Dispensary,NEWALLA,Cleveland,10/13/2023
GAAA-OC8E-DVIF,Ohana Canna LLC,Ohana Canna LLC,Grower,ELK CITY,Beckham,2/17/2024
PAAA-MNRT-KAX8,"SOUTHBOUND SUNSHINE, LLC","SOUTHBOUND SUNSHINE, LLC",Processor,SEMINOLE,Seminole,8/29/2023
GAAA-VYVE-SJ87,"Tutor Farms, LLC","Tutor Farms, LLC",Grower,BRISTOW,Creek,11/1/2023
GAAA-PS0M-DRS1,"Harvest Garden, LLC","Harvest Garden, LLC",Grower,Arapaho,Custer,2/23/2024
GAAA-PZ8P-QAEQ,Kickapoo Valley Green,Kickapoo Valley Green,Grower,CHANDLER,Lincoln,5/22/2023
DAAA-XBFO-FYDB,"Full Power, LLC","Full Power, LLC",Dispensary,EDMOND,Oklahoma,1/1/2024
GAAA-J0VO-Y3MH,Noah Exclusive Products LLC,Noah Exclusive Products LLC,Grower,CHICKASHA,Grady,3/17/2024
DAAA-VYQJ-7Q9H,HAPPA Wellness LLC.,Happa Wellness,Dispensary,OKLAHOMA CITY,Oklahoma,10/19/2023
GAAA-760O-7D3P,David & Teresa Crook,Best Budz,Grower,Lebanon,Marshall,11/21/2023
GAAA-RZ4I-IB2H,Bestshine Production LLC,Bestshine Production LLC,Grower,STIGLER,Haskell,6/14/2023
DAAA-4JBN-0KZI,Green Vibes Dispensary LLC,Green Vibes Dispensary LLC,Dispensary,OKLAHOMA CITY,Oklahoma,11/8/2023
GAAA-EYVP-4ECL,TD Green Light Group LLC,TD Green Light Group,Grower,MARIETTA,Love,11/8/2023
GAAA-DVIQ-LXHS,Premium Organics LLC,Premium Organics LLC,Grower,NOBLE,Cleveland,9/8/2023
GAAA-4YVO-GMYB,"Clean Hydro Evacuation, LLC",Green Country Farmers LLC,Grower,POTEAU,Le Flore,4/26/2024
PAAA-UXWD-VXOR,Premium Cannabis Holdings LLC,Premium Cannabis Holdings LLC,Processor,Tyrone,Texas,2/13/2024
DAAA-N1SC-A7SM,Healing Options LLC,Healing Options LLC,Dispensary,EUFAULA,McIntosh,12/15/2023
GAAA-8MGL-Z1NH,"Golden Nektor, LLC","Golden Nektor, LLC",Grower,TEXHOMA,Texas,11/22/2023
PAAA-N1V1-ZSBV,twice baked edibles LLC,green plus,Processor,OKLAHOMA CITY,Oklahoma,6/26/2023
GAAA-AX5S-FLDU,Southeastern Highlife LLC,Southeastern Highlife LLC,Grower,Durant,Bryan,8/29/2023
DAAA-4K1D-JOU4,Cloverfields LLC,Cloverfields Dispensary,Dispensary,CHEROKEE,Alfalfa,12/16/2023
PAAA-N6BQ-UJLB,"Unger Extracts, LLC",Unger Extracts,Processor,STILWELL,Adair,10/9/2023
PAAA-EYGD-QNSU,"Phresh Distribution, LLC","Phresh Distribution, LLC",Processor,Edmond,Logan,11/13/2023
DAAA-ZO5I-YB9Z,Discount Cannabis Plus INC,Happy Daze Cannabis,Dispensary,LAWTON,Comanche,10/13/2022
DAAA-BEGE-KQOG,Cannabless Retail 23 LLC,Cannabless Retail 23 LLC,Dispensary,ENID,Garfield,10/18/2022
DAAA-EKMT-RHVK,"Canna Solutions, LLC",BOGO's,Dispensary,EDMOND,Oklahoma,12/4/2023
GAAA-NYQW-PY1P,"Bud-Ease, LLC",Bud-Ease,Grower,Beggs,Okmulgee,9/29/2023
GAAA-NYLR-OXXW,"Cannabi-Listic, LLC",Cannabi-listic,Grower,Union CITY,Canadian,3/7/2024
GAAA-412V-TXEX,LOR'S GROW OPERATION,LOR'S GROW OPERATION,Grower,WESTVILLE,Adair,4/21/2023
GAAA-41BJ-ATCQ,"TLWJ, LLC","TLWJ, LLC",Grower,BRISTOW,Creek,11/3/2023
DAAA-CMRA-X2Q5,Johnny D's LLC,Johnny D's LLC,Dispensary,MUSKOGEE,Muskogee,9/25/2023
GAAA-IF0G-WQBV,"T & A Beautiful Buds, L.L.C.","T & A Beautiful Buds, L.L.C.",Grower,TURPIN,Beaver,11/17/2023
DAAA-RFIR-XMDG,Johnny Appleseed Remedies LLC,Johnny Appleseed Remedies,Dispensary,HENRYETTA,Okmulgee,7/6/2023
DAAA-NYIC-VUA4,Kaneh Keys LLC,Lotus Gold - Vinita and/or Anchoner Cannabis Company - Vinita,Dispensary,VINITA,Craig,9/26/2023
GAAA-VJN7-GEDW,"Rocket Reefer, LLC","Rocket Reefer, LLC",Grower,VINITA,Craig,12/12/2023
DAAA-4KIK-BGLG,"Friendly Market OKC, LLC",Friendly Market OKC,Dispensary,OKLAHOMA CITY,Oklahoma,12/5/2023
